SourceFile,GPSLatitude,GPSLongitude,GPSAltitude
20180207_102656.jpg,-35.5330555556,-70.7833333333,2625
20180207_102657.jpg,-35.5330555556,-70.7833333333,2625
20180207_102703.jpg,-35.5330555556,-70.7833333333,2625
20180207_111818.jpg,-35.5330555556,-70.7833333333,2625
20180207_112138.jpg,-35.5330555556,-70.7833333333,2625
20180207_114813.jpg,-35.5330555556,-70.7833333333,2625
20180207_114816.jpg,-35.5330555556,-70.7833333333,2625
20180207_114821.jpg,-35.5330555556,-70.7833333333,2625
20180207_114825.jpg,-35.5330555556,-70.7833333333,2625
20180207_125252.jpg,-35.5330555556,-70.7833333333,2625
20180207_144212.jpg,-35.5330555556,-70.7833333333,2625
20180207_144214.jpg,-35.5330555556,-70.7833333333,2625
20180207_150102.jpg,-35.5330555556,-70.7833333333,2625
20180207_150121.jpg,-35.5330555556,-70.7833333333,2625
20180207_150130.jpg,-35.5330555556,-70.7833333333,2625
20180207_155218.jpg,-35.5330555556,-70.7830555556,
20180207_155220.jpg,-35.5330555556,-70.7830555556,
20180207_155223.jpg,-35.5330555556,-70.7830555556,
20180207_155228.jpg,-35.5330555556,-70.7830555556,
20180207_173116.jpg,-35.5330555556,-70.7833333333,2625
20180207_173119.jpg,-35.5330555556,-70.7833333333,2625
20180207_173121.jpg,-35.5330555556,-70.7833333333,2625
20180207_173123.jpg,-35.5330555556,-70.7833333333,2625
20180208_075056.jpg,-35.5330555556,-70.7833333333,2625
20180208_075057.jpg,-35.5330555556,-70.7833333333,2625
20180208_075110.jpg,-35.5330555556,-70.7833333333,2625
20180208_091337.jpg,-35.5330555556,-70.7833333333,2625
20180208_091351.jpg,-35.5330555556,-70.7833333333,2625
20180208_091355.jpg,-35.5330555556,-70.7833333333,2625
20180208_091359.jpg,-35.5330555556,-70.7833333333,2625
20180208_091412.jpg,-35.5330555556,-70.7833333333,2625
20180208_091837.jpg,-35.5330555556,-70.7833333333,2625
20180208_091841.jpg,-35.5330555556,-70.7833333333,2625
20180208_102435.jpg,-35.5330555556,-70.7833333333,2625
20180208_102436.jpg,-35.5330555556,-70.7833333333,2625
20180208_103534.jpg,-35.5330555556,-70.7833333333,2625
20180208_103545.jpg,-35.5330555556,-70.7833333333,2625
20180208_112431.jpg,-35.5330555556,-70.7833333333,2625
20180208_112434.jpg,-35.5330555556,-70.7833333333,2625
20180208_112441.jpg,-35.5330555556,-70.7830555556,
20180208_113025.jpg,-35.5330555556,-70.7830555556,
20180208_113031.jpg,-35.5330555556,-70.7833333333,2625
20180208_113303.jpg,-35.5330555556,-70.7830555556,
20180208_121357.jpg,-35.5786111111,-70.9661111111,1782
20180208_121358.jpg,-35.5786111111,-70.9661111111,1782
20180208_121401.jpg,-35.5786111111,-70.9661111111,1782
20180208_121404.jpg,-35.5822222222,-70.9844444444,1686
20180208_121420.jpg,-35.5822222222,-70.9844444444,1686
20180208_121434.jpg,-35.5822222222,-70.9841666667,
20180208_121440.jpg,-35.5822222222,-70.9841666667,
20180208_121449.jpg,-35.5822222222,-70.9841666667,
20180208_151600.jpg,-35.5822222222,-70.9841666667,
20180208_151610.jpg,-35.5822222222,-70.9841666667,
20180208_151613.jpg,-35.5822222222,-70.9841666667,
